		capillary endothelial cell	cd4-positive alpha-beta t cell	cd8-positive alpha-beta t cell	endothelial cell of artery	endothelial cell of lymphatic vessel	endothelial cell of vascular tree	erythrocyte	fast muscle cell	macrophage	mast cell	mature nk t cell	mesenchymal stem cell	mesothelial cell	pericyte cell	skeletal muscle satellite stem cell	slow muscle cell	smooth muscle cell	t cell	tendon cell
213700	Cerebrotendinous Xanthomatosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
PS233400	Perrault syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168300	Paramyotonia Congenita Of Von Eulenburg	0	0	0	0	0	0	5	45	0	1	0	0	0	2	14	38	0	0	2
300523	Allan-herndon-dudley Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
610090	Pyridoxamine 5-prime-phosphate Oxidase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619042	Spinal Muscular Atrophy, Infantile, James Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250800	Methemoglobinemia Due To Deficiency Of Methemoglobin Reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618774	Cebalid Syndrome	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
PS151660	Lipodystrophy, familial partial	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
616954	You-hoover-fong Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS118100	Klippel-Feil syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618088	Neurodevelopmental Disorder With Regression, Abnormal Movements, Loss Of Speech, And Seizures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613454	Rett Syndrome, Congenital Variant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610992	Phosphoserine Aminotransferase Deficiency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615510	Alacrima, Achalasia, And Mental Retardation Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265000	Multiple Pterygium Syndrome, Escobar Variant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS603041	Mitochondrial DNA depletion syndrome	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1
256550	Neuraminidase Deficiency	0	1	1	0	0	0	1	1	0	0	0	0	1	4	0	0	1	0	2
268200	Rhabdomyolysis, Acute Recurrent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS613155	Muscular dystrophy-dystroglycanopathy, type B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PS192500	Long QT syndrome	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	40	0	0	1
618476	Brain Abnormalities, Neurodegeneration, And Dysosteosclerosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600920	Van Den Ende-gupta Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248700	Marden-walker Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266100	Epilepsy, Pyridoxine-dependent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PS618332	Menke-Hennekam syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612951	Leukoencephalopathy, Cystic, Without Megalencephaly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617241	Lung Disease, Immunodeficiency, And Chromosome Breakage Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617222	Sudden Cardiac Failure, Infantile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211500	Bulbar Palsy, Progressive, Of Childhood	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232200	Glycogen Storage Disease Ia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239500	Hyperprolinemia, Type I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618316	Intellectual Developmental Disorder With Cardiac Defects And Dysmorphic Facies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216400	Cockayne Syndrome, Type A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250940	Homocystinuria-megaloblastic Anemia, Cblg Complementation Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
