Disease accession (OMIM)	Disease name (OMIM)	Gene accession (OMIM)	Gene symbol (OMIM)	Mouse ortholog (MGI)	"Known molecular basis (1=Yes, 0=No)"	"Germline aberrations (1=Yes, 0=No)"	Phenotypic series accession (OMIM)	Phenotypic series name (OMIM)	"Expressed in human tissue (1=Yes, 0=No)"	"Expressed in mouse tissue (1=Yes, 0=No)"	Inflicted (ODiseA)	Human affected cell types	Mouse similar affected cell types
605253	"Neuropathy, Congenital Hypomyelinating"	129010	EGR2	Egr2	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
605253	"Neuropathy, Congenital Hypomyelinating"	129010	EGR2	Egr2	1	1	PS605253	"Neuropathy, congenital hypomelinating"	1	1		['endothelial.cell.of.artery']	
605259	Spinocerebellar Ataxia 13	176264	KCNC3	Kcnc3	1	1	PS164400	Spinocerebellar ataxia	0	0			
605275	Noonan Syndrome 2	600574	LZTR1	Lztr1	1	1	PS163950	Noonan syndrome	0	1			
605280	"Spastic Paraplegia 13, Autosomal Dominant"	118190	HSPD1	Hspd1	1	1	PS303350	Spastic paraplegia	1	1			
605285	"Neuropathy, Hereditary Motor And Sensory, Russe Type"	142600	HK1	Hk1	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
605355	"Nemaline Myopathy 5, Amish Type"	191041	TNNT1	Tnnt1	1	1	PS161800	Nemaline myopathy	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
605361	Spinocerebellar Ataxia 14	176980	PRKCG	Prkcg	1	1	PS164400	Spinocerebellar ataxia	0	0			
605407	"Segawa Syndrome, Autosomal Recessive"	191290	TH	Th	1	1			0	0			
605588	"Charcot-marie-tooth Disease, Axonal, Type 2b1"	150330	LMNA	Lmna	1	1	PS118220	Charcot-Marie-Tooth disease	1	1	Yes		
605589	"Charcot-marie-tooth Disease, Axonal, Type 2b2"	605610	PNKP	Pnkp	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
605637	"Myopathy, Proximal, And Ophthalmoplegia"	160740	MYH2	Myh2	1	1			1	0			
605711	Multiple Mitochondrial Dysfunctions Syndrome 1	608100	NFU1	Nfu1	1	1	PS605711	Multiple mitochondrial dysfunctions syndrome	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
605726	"Spinal Muscular Atrophy, Distal, Autosomal Recessive, 2"	601978	SIGMAR1	Sigmar1	1	1			1	1		['tendon.cell']	
605809	"Myasthenia, Familial Infantile, 1"	100725	CHRNE	Chrne	1	1	PS601462	"Myasthenic syndrome, congenital"	0	1	Yes		
605820	Nonaka Myopathy	603824	GNE	Gne	1	1			1	1			
605822	Spondyloocular Syndrome	608125	XYLT2	Xylt2	1	1			0	1			
605850	Dimethylglycine Dehydrogenase Deficiency	605849	DMGDH	Dmgdh	1	1			0	0			
605899	Glycine Encephalopathy	238310	AMT	Amt	1	1			0	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
605899	Glycine Encephalopathy	238300	GLDC	Gldc	1	1			0	0		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
605899	Glycine Encephalopathy	238330	GCSH	Gcsh	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
606002	"Spinocerebellar Ataxia, Autosomal Recessive 1"	608465	SETX	Setx	1	1	PS607250	"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy"	1	1			
606053	Intellectual Developmental Disorder With Autism And Speech Delay	604616	TBR1	Tbr1	1	1	PS209850	"Autism, susceptiblity to"	0	0			
606054	Propionic Acidemia	232050	PCCB	Pccb	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	
606054	Propionic Acidemia	232000	PCCA	Pcca	1	1			1	0		"['fast.muscle.cell', 'slow.muscle.cell']"	
606056	"Congenital Disorder Of Glycosylation, Type Iib"	601336	MOGS	Mogs	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	0			
606070	Amyotrophic Lateral Sclerosis 21	164015	MATR3	Matr3	1	1	PS105400	Amyotrophic lateral sclerosis	0	1			
606071	"Hereditary Motor And Sensory Neuropathy, Type Iic"	605427	TRPV4	Trpv4	1	1	PS118220	Charcot-Marie-Tooth disease	0	1			
606072	Rippling Muscle Disease	601253	CAV3	Cav3	1	1			1	1	Yes	['fast.muscle.cell']	['striated.muscle.cell']
606159	"Basal Ganglia Disease, Adult-onset"	134790	FTL	Ftl1	1	1	PS234200	Neurodegeneration with brain iron accumulation	1	1			
606159	"Basal Ganglia Disease, Adult-onset"	134790	FTL	Ftl1-ps2	1	1	PS234200	Neurodegeneration with brain iron accumulation	1	0			
606164	Diamond-blackfan Anemia 15 With Mandibulofacial Dysostosis	603685	RPS28	Rps28	1	1	PS105650	Diamond-Blackfan anemia	1	1			
606170	Genitopatellar Syndrome	605880	KAT6B		1	1			1	0			
606232	Phelan-mcdermid Syndrome	606230	SHANK3	Shank3	1	1			1	0			
606353	"Primary Lateral Sclerosis, Juvenile"	606352	ALS2	Als2	1	1			1	0			
606408	Ehlers-danlos-like Syndrome Due To Tenascin-x Deficiency	600985	TNXB	Tnxb	1	1	PS130000	Ehlers-Danlos syndrome	1	1		['tendon.cell']	
606482	"Charcot-marie-tooth Disease, Dominant Intermediate B"	602378	DNM2	Dnm2	1	1	PS118220	Charcot-Marie-Tooth disease	1	1	Yes		
606595	"Charcot-marie-tooth Disease, Axonal, Type 2f"	602195	HSPB1	Hspb1	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
606612	Muscular Dystrophy-dystroglycanopathy (congenital With Or Without	606596	FKRP	Fkrp	1	1	PS613155	"Muscular dystrophy-dystroglycanopathy, type B"	1	1			
606693	Kufor-rakeb Syndrome	610513	ATP13A2	Atp13a2	1	1	PS168600	Parkinson disease	1	1			
606703	"Dyskinesia, Familial, With Facial Myokymia"	600293	ADCY5	Adcy5	1	1			1	0			
606721	Lipodystrophy With Congenital Cataracts And Neurodegeneration	601047	CAV1	Cav1	1	1	PS151660	"Lipodystrophy, familial partial"	1	1		['capillary.endothelial.cell']	['capillary.endothelial.cell']
606768	"Myopathy, Distal, With Anterior Tibial Onset"	603009	DYSF	Dysf	1	1			1	1	Yes	['capillary.endothelial.cell']	"['blood.vessel.endothelial.cell', 'capillary.endothelial.cell']"
606777	"Glucose Transport Defect, Blood-brain Barrier"	138140	SLC2A1	Slc2a1	1	1	PS606777	Glut1 deficiency syndrome	1	1		['tendon.cell']	
606812	Fumarase Deficiency	136850	FH	Fh1	1	1			1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
606854	"Polymicrogyria, Bilateral Frontoparietal"	604110	ADGRG1	Adgrg1	1	1			1	0			
606893	"Vascular Malformation, Primary Intraosseous"	606421	ELMO2	Elmo2	1	1			0	1			
607014	Hurler Syndrome	252800	IDUA	Idua	1	1	PS607014	Mucopolysaccharidoses	0	1			
607091	"Congenital Disorder Of Glycosylation, Type Iid"	137060	B4GALT1	B4galt1	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	1			
607143	"Congenital Disorder Of Glycosylation, Type Ig"	607144	ALG12	Alg12	1	1	PS212065	"Congenital disorders of glycosylation, type I"	0	0			
607155	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 5"	606596	FKRP	Fkrp	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1	Yes		
607155	"Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 5"	606596	FKRP	Fkrp	1	1	PS609308	"Muscular dystrophy-dystroglycanopathy, type C"	1	1	Yes		
607196	"Microcephaly, Amish Type"	606521	SLC25A19	Slc25a19	1	1	PS249270	Thiamine-responsive dysfunction syndrome	1	1		['macrophage']	
607225	"Spastic Paralysis, Infantile-onset Ascending"	606352	ALS2	Als2	1	1			1	0			
607236	"Hypoprebetalipoproteinemia, Acanthocytosis, Retinitis Pigmentosa,and Pallidal Degeneration"	606157	PANK2	Pank2	1	1			1	1			
607250	"Spinocerebellar Ataxia, Autosomal Recessive, With Axonal Neuropathy 1"	607198	TDP1	Tdp1	1	1	PS607250	"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy"	1	1			
607259	"Spastic Paraplegia 7, Autosomal Recessive"	602783	SPG7	Spg7	1	1	PS303350	Spastic paraplegia	1	1			
607317	"Spinocerebellar Ataxia, Autosomal Recessive 4"	608877	VPS13D	Vps13d	1	1	PS213200	"Spinocerebellar ataxia, autosomal recessive"	1	0			
607323	Duane-radial Ray Syndrome	607343	SALL4	Sall4	1	1			0	0			
607330	Lathosterolosis	602286	SC5D	Sc5d	1	1			1	1		"['cd4.positive..alpha.beta.t.cell', 't.cell']"	
607364	"Bartter Syndrome, Type 3"	602023	CLCNKB	Clcnka	1	1	PS601678	Bartter syndrome	0	0			
607426	"Coenzyme Q10 Deficiency, Primary, 1"	609825	COQ2	Coq2	1	1	PS607426	"Coenzyme Q10 deficiency, primary"	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
607432	Lissencephaly 1	601545	PAFAH1B1	Pafah1b1	1	1	PS607432	Lissencephaly	1	1			
607459	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis"	174763	POLG	Polg	1	1			1	1		['t.cell']	
607483	"Basal Ganglia Disease, Biotin-responsive"	606152	SLC19A3	Slc19a3	1	1	PS249270	Thiamine-responsive dysfunction syndrome	0	0		['macrophage']	
607539	"Camptosynpolydactyly, Complex"	615416	BHLHA9	Bhlha9	1	1			0	0			
607596	"Pontocerebellar Hypoplasia, Type 1"	602168	VRK1	Vrk1	1	1	PS607596	Pontocerebellar hypoplasia	1	1			
607598	Lethal Congenital Contracture Syndrome 2	190151	ERBB3	Erbb3	1	1	PS253310	Lethal congenital contracture syndrome	1	0			
607624	"Griscelli Syndrome, Type 2"	603868	RAB27A	Rab27a	1	1	PS214450	Griscelli syndrome	1	1			
607625	"Niemann-pick Disease, Type C2"	601015	NPC2	Npc2	1	1			1	1		['macrophage']	"['monocyte.derived.dendritic.cell', 'macrophage']"
607641	"Neuronopathy, Distal Hereditary Motor, Type Viib"	601143	DCTN1	Dctn1	1	1			1	1			
607677	"Charcot-marie-tooth Disease, Axonal, Type 2i"	159440	MPZ	Mpz	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
607678	"Charcot-marie-tooth Disease, Demyelinating, Type 1d"	129010	EGR2	Egr2	1	1	PS118220	Charcot-Marie-Tooth disease	1	1	Yes		
607684	"Charcot-marie-tooth Disease, Axonal, Type 2e"	162280	NEFL	Nefl	1	1	PS118220	Charcot-Marie-Tooth disease	0	0			
607694	"Leukodystrophy, Hypomyelinating, 7, With Or Without Oligodontia And/orhypogonadotropic Hypogonadism"	614258	POLR3A	Polr3a	1	1	PS312080	"Leukodystrophy, hypomyelinating"	1	0			
607706	"Charcot-marie-tooth Disease, Axonal, With Vocal Cord Paresis, Autosomal"	606598	GDAP1	Gdap1	1	1	PS118220	Charcot-Marie-Tooth disease	1	0			
607721	Noonan Syndrome-like Disorder With Loose Anagen Hair	602775	SHOC2	Shoc2	1	1	PS163950	Noonan syndrome	1	1			
607721	Noonan Syndrome-like Disorder With Loose Anagen Hair	602775	SHOC2	Shoc2	1	1	PS607721	Noonan syndrome-like disorder with loose anagen hair	1	1			
607734	"Charcot-marie-tooth Disease, Demyelinating, Type 1f"	162280	NEFL	Nefl	1	1	PS118220	Charcot-Marie-Tooth disease	0	0			
607736	"Charcot-marie-tooth Disease, Type 2j"	159440	MPZ	Mpz	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
607791	"Charcot-marie-tooth Disease, Dominant Intermediate D"	159440	MPZ	Mpz	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
607822	Alzheimer Disease 3	104311	PSEN1	Psen1	1	1			1	1		['macrophage']	['macrophage']
607822	Alzheimer Disease 3	107741	APOE	Apoe	1	1			1	1		['macrophage']	['macrophage']
607831	"Charcot-marie-tooth Disease, Axonal, Type 2k"	605266	JPH1	Jph1	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
607831	"Charcot-marie-tooth Disease, Axonal, Type 2k"	606598	GDAP1	Gdap1	1	1	PS118220	Charcot-Marie-Tooth disease	1	0			
607855	"Muscular Dystrophy, Congenital Merosin-deficient, 1a"	156225	LAMA2	Lama2	1	1			1	1	Yes	['mesenchymal.stem.cell']	['stromal.cell']
607932	"Microphthalmia, Syndromic 6"	112262	BMP4	Bmp4	1	1	PS309800	"Microphthalmia, syndromic"	1	1			
607944	Spondyloenchondrodysplasia With Immune Dysregulation	171640	ACP5		1	1	PS184255	Spondylometaphyseal dysplasia	1	0			
608013	"Gaucher Disease, Perinatal Lethal"	606463	GBA	Gba	1	1			0	1			
608022	Diaphanospondylodysostosis	608699	BMPER	Bmper	1	1			1	1		['mesenchymal.stem.cell']	"['skeletal.muscle.fibroblast..fibroblast', 'stromal.cell']"
608027	Cerebellar Atrophy With Progressive Microcephaly	604918	PCLO	Pclo	1	1	PS607596	Pontocerebellar hypoplasia	1	0			
608030	"Amyotrophic Lateral Sclerosis 6, With Or Without Frontotemporal Dementia"	137070	FUS		1	1	PS105400	Amyotrophic lateral sclerosis	1	0			
608033	"Necrotizing Encephalopathy, Acute, Autosomal Dominant"	601181	RANBP2		1	1	PS610551	"Encephalopathy, acute, infection-induced"	1	0			
608091	Joubert Syndrome 2	613277	TMEM216	Tmem216	1	1	PS213300	Joubert syndrome	1	0			
608093	"Congenital Disorder Of Glycosylation, Type Ij"	191350	DPAGT1	Dpagt1	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1	Yes		
608097	"Periventricular Heterotopia With Microcephaly, Autosomal Recessive"	605371	ARFGEF2	Arfgef2	1	1	PS300049	Periventricular nodular heterotopia	1	0			
608099	"Muscular Dystrophy, Limb-girdle, Type 2d"	600119	SGCA	Sgca	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1	Yes		
608104	"Congenital Disorder Of Glycosylation, Type Ih"	608103	ALG8	Alg8	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	0			
608323	"Charcot-marie-tooth Disease, Dominant Intermediate C"	603623	YARS1	Yars	1	1	PS118220	Charcot-Marie-Tooth disease	0	1			
608340	"Charcot-marie-tooth Disease, Recessive Intermediate A"	606598	GDAP1	Gdap1	1	1	PS118220	Charcot-Marie-Tooth disease	1	0			
608358	"Myopathy, Myosin Storage"	160760	MYH7	Myh7	1	1			1	0			
608390	"Myotonia, Potassium-aggravated"	603967	SCN4A	Scn4a	1	1			1	0			
608423	"Muscular Dystrophy, Limb-girdle, Type 1f"	610032	TNPO3	Tnpo3	1	1	PS603511	"Muscular dystrophy, limb-girdle, autosomal dominant"	1	1	Yes	"['mesenchymal.stem.cell', 'tendon.cell']"	['skeletal.muscle.fibroblast..fibroblast']
608443	"Mental Retardation, Autosomal Recessive 3"	610055	CC2D1A	Cc2d1a	1	1	PS249500	"Mental retardation, autosomal recessive"	1	0			
608540	"Congenital Disorder Of Glycosylation, Type Ik"	605907	ALG1	Alg1	1	1	PS212065	"Congenital disorders of glycosylation, type I"	0	1			
608572	Burn-mckeown Syndrome	611595	TXNL4A	Txnl4a	1	1			1	1		['slow.muscle.cell']	
608594	"Lipodystrophy, Congenital Generalized, Type 1"	603100	AGPAT2	Agpat2	1	1	PS608594	"Lipodystrophy, congenital generalized"	1	0			
608611	Ribose 5-phosphate Isomerase Deficiency	180430	RPIA	Rpia	1	1			1	1		"['capillary.endothelial.cell', 'erythrocyte']"	
608612	Mandibuloacral Dysplasia With Type B Lipodystrophy	606480	ZMPSTE24	Zmpste24	1	1	PS248370	Mandibuloacral dysplasia with lipodystrophy	1	1			
608627	Amyotrophic Lateral Sclerosis 8	605704	VAPB	Vapb	1	1	PS105400	Amyotrophic lateral sclerosis	1	1			
608629	Joubert Syndrome 3	608894	AHI1	Ahi1	1	1	PS213300	Joubert syndrome	1	1			
608634	"Neuronopathy, Distal Hereditary Motor, Type Iib"	602195	HSPB1	Hspb1	1	1			1	1			
608643	Aromatic L-amino Acid Decarboxylase Deficiency	107930	DDC	Ddc	1	1			0	0			
608673	"Charcot-marie-tooth Disease, Axonal, Type 2l"	608014	HSPB8	Hspb8	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
608688	"Aicar Transformylase/imp Cyclohydrolase, Deficiency Of"	601731	ATIC	Atic	1	1			1	1		['mast.cell']	
608768	Spinocerebellar Ataxia 8	613289	ATXN8		1	1	PS164400	Spinocerebellar ataxia	0	0			
608768	Spinocerebellar Ataxia 8	603680	ATXN8OS		1	1	PS164400	Spinocerebellar ataxia	0	0			
608776	"Congenital Disorder Of Glycosylation, Type Il"	606941	ALG9	Alg9	1	1	PS212065	"Congenital disorders of glycosylation, type I"	0	0			
608779	"Congenital Disorder Of Glycosylation, Type Iie"	606978	COG7	Cog7	1	1	PS212066	"Congenital disorders of glycosylation, type II"	1	1			
608782	Pyruvate Dehydrogenase Phosphatase Deficiency	605993	PDP1	Pdp1	1	1	PS312170	Pyruvate dehydrogenase complex deficiency	1	1		"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
608799	"Congenital Disorder Of Glycosylation, Type Ie"	603503	DPM1	Dpm1	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
608804	"Leukodystrophy, Hypomyelinating, 2"	608803	GJC2	Gjc2	1	1	PS312080	"Leukodystrophy, hypomyelinating"	1	1			
608807	"Muscular Dystrophy, Limb-girdle, Type 2j"	188840	TTN	Ttn	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	1	1	Yes		
608810	Alpha-b Crystallinopathy	123590	CRYAB	Cryab	1	1	PS601419	"Myopathy, myofibrillar"	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
608836	"Carnitine Palmitoyltransferase Ii Deficiency, Lethal Neonatal"	600650	CPT2	Cpt2	1	1			0	0			
608837	Carney Complex Variant	160741	MYH8	Myh8	1	1			0	0			
608840	"Muscular Dystrophy, Congenital, Type 1d"	603590	LARGE1	Large1	1	1	PS613155	"Muscular dystrophy-dystroglycanopathy, type B"	1	0			
608885	Stomatin-deficient Cryohydrocytosis With Neurologic Defects	138140	SLC2A1	Slc2a1	1	1			1	1		['tendon.cell']	
608895	"Macular Degeneration, Age-related, 3"	604580	FBLN5	Fbln5	1	1	PS603075	"Macular degeneration, age-related"	1	1		['mesenchymal.stem.cell']	
608930	"Myasthenic Syndrome, Congenital, 1b, Fast-channel"	100690	CHRNA1	Chrna1	1	1	PS601462	"Myasthenic syndrome, congenital"	1	1	Yes		
608931	"Myasthenic Syndrome, Congenital, Associated With Acetylcholine Receptordeficiency"	100725	CHRNE	Chrne	1	1	PS601462	"Myasthenic syndrome, congenital"	0	1	Yes		
609015	Trifunctional Protein Deficiency	600890	HADHA	Hadha	1	1			1	1		['slow.muscle.cell']	
609015	Trifunctional Protein Deficiency	143450	HADHB	Hadhb	1	1			1	1		['slow.muscle.cell']	
609033	"Ataxia, Posterior Column, With Retinitis Pigmentosa"	609144	FLVCR1	Flvcr1	1	1			1	0			
609049	Pierson Syndrome	150325	LAMB2	Lamb2	1	1			1	1			
609056	Amish Infantile Epilepsy Syndrome	604402	ST3GAL5	St3gal5	1	1			1	1		['mesothelial.cell']	
609060	Combined Oxidative Phosphorylation Deficiency 1	606639	GFM1	Gfm1	1	1	PS609060	Combined oxidative phosphorylation deficiency	1	1		['slow.muscle.cell']	['striated.muscle.cell']
609115	"Limb-girdle Muscular Dystrophy, Type 1g"	607137	HNRNPDL	Hnrnpdl	1	1	PS603511	"Muscular dystrophy, limb-girdle, autosomal dominant"	1	0	Yes	"['mesenchymal.stem.cell', 'tendon.cell']"	['skeletal.muscle.fibroblast..fibroblast']
609136	"Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg"	602229	SOX10	Sox10	1	1			0	1			
609153	"Pseudohyperkalemia, Familial, 2, Due To Red Cell Leak"	605452	ABCB6	Abcb6	1	1			0	0			
609162	"Czech Dysplasia, Metatarsal Type"	120140	COL2A1	Col2a1	1	1			0	1			
609180	"Congenital Disorder Of Glycosylation, Type If"	604041	MPDU1	Mpdu1	1	1	PS212065	"Congenital disorders of glycosylation, type I"	1	1			
609192	"Loeys-dietz Syndrome, Type 1a Loeys-dietz Aortic Aneurysm Syndrome"	190181	TGFBR1	Tgfbr1	1	1	PS607086	"Aortic aneurysm, familial thoracic"	1	1			
609192	"Loeys-dietz Syndrome, Type 1a Loeys-dietz Aortic Aneurysm Syndrome"	190181	TGFBR1	Tgfbr1	1	1	PS609192	Loeys-Dietz syndrome	1	1			
609195	"Spastic Paraplegia 26, Autosomal Recessive"	601873	B4GALNT1	B4galnt1	1	1	PS303350	Spastic paraplegia	1	1			
609200	Myotilinopathy	604103	MYOT	Myot	1	1	PS601419	"Myopathy, myofibrillar"	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
609220	Bruck Syndrome 2	601865	PLOD2	Plod2	1	1			1	1			
609241	"Schindler Disease, Type I"	104170	NAGA	Naga	1	1			1	1		['macrophage']	['monocyte.derived.dendritic.cell']
609242	Kanzaki Disease	104170	NAGA	Naga	1	1			1	1		['macrophage']	['monocyte.derived.dendritic.cell']
609260	"Charcot-marie-tooth Disease, Axonal, Type 2a2a"	608507	MFN2	Mfn2	1	1	PS118220	Charcot-Marie-Tooth disease	1	1			
609273	Nemaline Myopathy 6	613727	KBTBD13	Kbtbd13	1	1	PS161800	Nemaline myopathy	0	0	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
609283	"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions,autosomal Dominant, 2"	103220	SLC25A4	Slc25a4	1	1	PS157640	Progressive external ophthalmoplegia with mtDNA deletions	1	1	Yes		
609284	Nemaline Myopathy 1	191030	TPM3	Tpm3	1	1	PS161800	Nemaline myopathy	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
609285	Nemaline Myopathy 4	190990	TPM2		1	1	PS161800	Nemaline myopathy	1	0	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
609286	"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions,autosomal Dominant, 3"	606075	TWNK	Twnk	1	1	PS157640	Progressive external ophthalmoplegia with mtDNA deletions	1	0			
609304	"Epileptic Encephalopathy, Early Infantile, 3"	609302	SLC25A22	Slc25a22	1	1	PS308350	Developmental and epileptic encephalopathy	1	0			
609308	"Muscular Dystrophy, Limb-girdle, Type 2k"	607423	POMT1	Pomt1	1	1	PS253600	"Muscular dystrophy, limb-girdle, autosomal recessive"	0	0	Yes		
609308	"Muscular Dystrophy, Limb-girdle, Type 2k"	607423	POMT1	Pomt1	1	1	PS609308	"Muscular dystrophy-dystroglycanopathy, type C"	0	0	Yes		
609311	"Charcot-marie-tooth Disease, Type 4h"	611104	FGD4	Fgd4	1	1	PS118220	Charcot-Marie-Tooth disease	1	0			
609313	"Mental Retardation, Enteropathy, Deafness, Peripheral Neuropathy,ichthyosis, And Keratoderma"	603531	AP1S1	Ap1s1	1	1			1	1		['capillary.endothelial.cell']	
609340	"Spastic Paraplegia 28, Autosomal Recessive"	614603	DDHD1	Ddhd1	1	1	PS303350	Spastic paraplegia	1	1			
609446	"Paroxysmal Nonkinesigenic Dyskinesia, 3, With Or Without Generalized Epilepsy"	600150	KCNMA1	Kcnma1	1	1			1	1		['smooth.muscle.cell']	
609452	"Myopathy, Myofibrillar, Zasp-related"	605906	LDB3	Ldb3	1	1	PS601419	"Myopathy, myofibrillar"	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
609460	Goldberg-shprintzen Syndrome	609367	KIFBP	Kifbp	1	1			0	0			
609524	"Filaminopathy, Autosomal Dominant"	102565	FLNC	Flnc	1	1	PS601419	"Myopathy, myofibrillar"	1	1	Yes	"['fast.muscle.cell', 'slow.muscle.cell']"	['striated.muscle.cell']
609528	"Cerebral Dysgenesis, Neuropathy, Ichthyosis, And Palmoplantar Keratodermasyndrome"	604202	SNAP29	Snap29	1	1			1	1			
609541	"Spastic Paraplegia, Optic Atrophy, And Neuropathy"	611729	KLC2	Klc2	1	1			1	0			
609560	"Mitochondrial Dna Depletion Syndrome, Myopathic Form"	188250	TK2	Tk2	1	1	PS603041	Mitochondrial DNA depletion syndrome	1	1	Yes		
609583	Joubert Syndrome 4	607100	NPHP1	Nphp1	1	1	PS213300	Joubert syndrome	0	0			
609628	Majeed Syndrome	605519	LPIN2	Lpin2	1	1			1	1		['t.cell']	
609924	Aminoacylase 1 Deficiency	104620	ACY1	Acy1	1	1			0	1			
610006	2-@methylbutyryl-coa Dehydrogenase Deficiency	600301	ACADSB	Acadsb	1	1			1	1		['mast.cell']	
610015	"Glutamine Deficiency, Congenital"	138290	GLUL	Glul	1	1			1	1		['fast.muscle.cell']	
610031	"Cortical Dysplasia, Complex, With Other Brain Malformations 7"	612850	TUBB2B	Tubb2b	1	1	PS614039	"Cortical dysplasia, complex, with other brain malformations"	1	1			
610042	Cortical Dysplasia-focal Epilepsy Syndrome	604569	CNTNAP2	Cntnap2	1	1			0	0			
